elev,shp,time,elb,rie
13.25,7.79,18:25:51:072,81.98,-43.55
12.57,4.28,18:25:51:210,83.83,-44.86
12.27,3.56,18:25:51:336,84.32,-46.51
12.78,8.51,18:25:51:467,84.53,-45.74
13.08,8.46,18:25:51:592,85.05,-40.98
12.64,10.29,18:25:51:721,84.98,-30.43
14.58,27.42,18:25:51:853,83.13,-16.71
13.77,-0.86,18:25:51:982,85.15,-2.79
8.85,10.59,18:25:52:132,80.64,4.64
19.67,7.82,18:25:52:261,78.62,20.53
19.72,-12.39,18:25:52:382,93.15,24.53
17.85,14.06,18:25:52:505,88.19,37.9
19.83,0.41,18:25:52:641,86.79,42.24
16.0,42.25,18:25:52:768,86.02,51.1
14.6,37.19,18:25:52:888,87.78,50.86
14.45,38.11,18:25:53:020,87.22,49.66
15.39,16.33,18:25:53:156,90.1,39.54
18.36,22.48,18:25:53:309,82.52,31.13
18.87,-6.78,18:25:53:450,83.79,16.36
7.35,8.38,18:25:53:583,83.57,2.66
9.77,29.6,18:25:53:709,93.52,-8.23
11.19,30.51,18:25:53:834,91.63,-20.08
12.21,30.41,18:25:53:965,78.46,-26.21
13.31,28.86,18:25:54:101,82.81,-36.23
14.57,26.19,18:25:54:235,80.9,-44.19
15.54,20.46,18:25:54:369,71.33,-42.81
15.56,27.39,18:25:54:490,76.46,-42.57
16.4,30.5,18:25:54:623,76.55,-42.98
15.48,24.36,18:25:54:741,78.49,-38.72
15.12,27.71,18:25:54:871,76.72,-32.82
15.07,28.69,18:25:55:009,77.89,-24.11
14.04,34.75,18:25:55:151,80.94,-12.89
12.88,-1.57,18:25:55:277,83.46,-2.03
24.22,-22.65,18:25:55:417,97.27,9.55
22.62,23.29,18:25:55:548,80.79,29.93
20.44,18.85,18:25:55:699,83.23,33.62
19.22,26.64,18:25:55:838,85.96,46.7
18.54,25.84,18:25:55:961,86.68,47.14
18.76,-11.35,18:25:56:093,99.35,38.36
16.49,25.2,18:25:56:218,79.62,49.29
16.55,22.38,18:25:56:345,80.44,50.35
16.81,21.82,18:25:56:468,81.2,48.78
16.37,30.8,18:25:56:608,85.72,46.32
18.13,-15.37,18:25:56:741,96.72,31.09
19.42,12.9,18:25:56:882,78.56,27.72
19.6,11.47,18:25:57:004,76.16,18.01
8.57,-2.68,18:25:57:137,86.64,0.81
11.84,1.93,18:25:57:273,86.08,-7.54
12.8,25.75,18:25:57:407,89.04,-19.77
13.53,25.73,18:25:57:544,82.56,-27.88
13.91,14.64,18:25:57:683,79.26,-36.74
14.24,4.72,18:25:57:823,81.09,-43.82
15.12,-6.18,18:25:57:972,83.76,-45.83
16.49,-0.93,18:25:58:105,79.82,-46.24
17.37,0.22,18:25:58:233,78.31,-47.16
16.56,-4.64,18:25:58:371,78.7,-42.89
16.9,-1.61,18:25:58:495,81.1,-38.8
17.18,6.22,18:25:58:634,83.54,-17.73
14.85,18.34,18:25:58:774,85.27,-14.93
9.82,-1.17,18:25:58:908,84.48,-4.67
18.95,8.04,18:25:59:038,84.93,16.84
17.76,13.14,18:25:59:155,66.3,22.77
17.43,19.47,18:25:59:283,72.97,34.68
16.57,4.66,18:25:59:415,84.49,35.26
16.56,10.84,18:25:59:551,81.91,39.11
15.22,22.07,18:25:59:683,82.07,46.34
15.28,57.71,18:25:59:826,76.72,53.84
15.08,57.94,18:25:59:951,76.19,54.35
14.13,45.38,18:26:00:090,78.54,50.44
14.24,11.92,18:26:00:227,86.42,41.99
20.56,29.94,18:26:00:355,75.23,37.93
17.17,24.85,18:26:00:488,68.5,18.95
8.61,16.41,18:26:00:625,77.44,2.36
9.66,31.28,18:26:00:754,78.08,-8.3
13.09,31.01,18:26:00:874,78.66,-15.98
14.19,22.22,18:26:00:999,77.74,-28.39
15.35,12.76,18:26:01:121,77.23,-38.71
17.78,13.07,18:26:01:254,73.63,-48.05
19.87,12.72,18:26:01:383,67.47,-55.55
19.18,10.96,18:26:01:525,70.99,-54.79
18.54,12.47,18:26:01:666,72.24,-52.64
18.66,13.78,18:26:01:789,71.64,-46.77
19.6,17.3,18:26:01:910,71.62,-44.71
17.97,17.95,18:26:02:040,74.87,-38.14
17.17,20.96,18:26:02:171,77.19,-23.54
16.14,26.37,18:26:02:295,77.33,-14.58
13.53,22.61,18:26:02:440,77.98,-4.03
21.76,9.44,18:26:02:581,83.63,15.35
20.4,11.92,18:26:02:706,74.26,22.65
19.71,6.3,18:26:02:839,76.79,30.34
17.81,18.51,18:26:02:978,82.11,38.81
15.28,26.24,18:26:03:104,80.53,44.4
16.56,12.27,18:26:03:235,83.11,46.64
17.04,7.25,18:26:03:375,87.28,47.98
13.71,19.62,18:26:03:517,84.17,47.82
13.93,20.81,18:26:03:640,84.28,45.43
17.43,16.31,18:26:03:772,86.48,39.36
16.09,16.36,18:26:03:903,70.12,29.08
14.6,4.22,18:26:04:032,79.59,11.47
5.57,-13.17,18:26:04:149,83.06,-0.48
8.59,13.57,18:26:04:273,82.47,-6.98
10.94,29.63,18:26:04:402,83.3,-15.65
12.58,30.16,18:26:04:540,81.97,-23.34
13.42,23.96,18:26:04:670,79.19,-29.74
14.38,16.09,18:26:04:803,76.23,-37.3
14.57,10.72,18:26:04:933,74.64,-39.02
13.53,0.82,18:26:05:053,77.53,-45.45
10.94,-44.1,18:26:05:181,84.24,-49.88
12.73,-1.26,18:26:05:319,77.75,-49.18
13.04,-0.26,18:26:05:456,79.7,-41.36
14.01,6.29,18:26:05:591,77.76,-40.09
16.08,18.1,18:26:05:715,81.07,-27.19
16.74,23.16,18:26:05:835,79.5,-13.92
14.25,14.37,18:26:05:963,81.87,-9.85
16.84,2.98,18:26:06:094,81.5,4.78
22.3,18.32,18:26:06:247,76.89,22.13
20.36,-0.65,18:26:06:386,81.67,29.19
20.52,-15.62,18:26:06:532,94.69,26.09
18.4,20.34,18:26:06:682,87.54,42.43
17.55,30.01,18:26:06:817,86.36,46.59
16.57,35.08,18:26:06:960,89.4,51.51
17.73,0.42,18:26:07:091,98.67,46.26
16.02,57.41,18:26:07:222,84.2,55.0
15.01,43.43,18:26:07:345,85.9,50.52
19.5,-12.89,18:26:07:475,99.27,39.05
20.64,16.93,18:26:07:618,83.37,36.29
18.97,10.81,18:26:07:740,71.05,23.75
22.15,-4.0,18:26:07:866,87.41,12.15
11.71,0.28,18:26:07:996,85.76,3.0
8.74,-1.75,18:26:08:120,84.5,-6.33
7.94,15.02,18:26:08:254,91.87,-17.25
10.67,23.94,18:26:08:375,88.06,-23.98
12.39,23.9,18:26:08:506,82.16,-33.45
13.53,14.47,18:26:08:637,82.7,-38.03
13.21,2.34,18:26:08:774,81.04,-41.79
13.15,-0.11,18:26:08:900,81.1,-45.42
13.65,-4.42,18:26:09:030,81.06,-47.99
13.14,-2.04,18:26:09:162,79.98,-47.51
13.45,-0.82,18:26:09:298,79.6,-43.27
14.51,6.78,18:26:09:441,78.46,-33.63
16.22,13.42,18:26:09:572,79.63,-23.66
17.48,20.4,18:26:09:701,79.77,-12.74
15.05,11.99,18:26:09:828,80.51,-5.7
18.2,-1.29,18:26:09:951,82.89,8.37
19.51,2.45,18:26:10:084,79.69,20.95
20.69,-25.3,18:26:10:216,94.17,20.31
20.02,27.61,18:26:10:341,83.17,40.39
18.72,15.78,18:26:10:480,88.56,39.37
17.89,38.09,18:26:10:613,84.01,46.4
17.78,-2.43,18:26:10:742,96.1,41.33
16.7,57.69,18:26:10:878,84.48,52.92
16.22,58.63,18:26:11:006,84.27,52.11
15.35,47.93,18:26:11:138,85.85,50.51
14.32,26.4,18:26:11:262,89.64,44.01
18.0,16.6,18:26:11:398,90.92,40.37
18.3,15.55,18:26:11:529,70.12,25.31
19.04,10.87,18:26:11:657,76.57,16.21
8.1,14.89,18:26:11:781,82.37,0.95
9.98,0.84,18:26:11:919,86.24,-5.98
12.91,31.09,18:26:12:046,85.16,-16.31
13.37,31.89,18:26:12:176,84.05,-26.5
13.96,28.16,18:26:12:301,78.08,-32.59
14.62,20.18,18:26:12:434,77.12,-38.07
15.05,10.26,18:26:12:576,77.04,-44.27
15.1,6.78,18:26:12:710,78.05,-47.39
15.55,5.4,18:26:12:845,76.06,-44.38
16.2,6.1,18:26:12:976,76.13,-43.88
16.53,7.67,18:26:13:104,75.58,-33.71
17.18,18.29,18:26:13:233,80.4,-13.43
15.7,18.69,18:26:13:352,77.61,-13.84
14.58,1.14,18:26:13:480,79.98,-6.3
19.96,-11.09,18:26:13:607,86.69,4.35
22.85,16.51,18:26:13:732,80.53,17.16
20.84,14.13,18:26:13:855,68.86,22.46
20.49,-10.9,18:26:13:994,90.74,23.1
20.44,16.07,18:26:14:129,82.68,36.73
18.6,6.07,18:26:14:257,89.02,37.79
17.66,7.94,18:26:14:385,89.66,39.59
16.21,20.51,18:26:14:516,85.67,43.79
17.62,7.49,18:26:14:643,89.63,43.98
16.61,22.93,18:26:14:774,85.94,49.18
15.23,20.33,18:26:14:915,86.06,48.62
16.31,58.62,18:26:15:043,79.41,53.63
15.23,53.48,18:26:15:165,82.6,52.54
15.53,29.3,18:26:15:296,85.44,49.68
17.66,24.04,18:26:15:429,87.1,39.15
22.93,-30.0,18:26:15:569,93.62,16.35
18.92,15.73,18:26:15:696,79.77,15.16
9.93,-0.78,18:26:15:850,85.27,0.73
8.08,8.68,18:26:15:982,84.7,-7.5
10.98,22.17,18:26:16:112,88.41,-15.47
11.15,19.47,18:26:16:234,87.66,-24.14
11.96,14.17,18:26:16:365,86.62,-30.17
12.58,8.76,18:26:16:498,79.3,-32.58
13.77,-1.95,18:26:16:633,78.24,-45.04
14.43,0.13,18:26:16:755,78.82,-47.32
14.53,-3.29,18:26:16:892,74.78,-49.96
15.03,-8.06,18:26:17:043,74.21,-48.13
15.28,-9.85,18:26:17:167,77.67,-41.93
15.41,-7.45,18:26:17:312,83.48,-30.21
15.37,-6.99,18:26:17:459,87.1,-17.8
16.98,-27.67,18:26:17:587,87.19,-5.89
18.34,-21.1,18:26:17:726,85.65,2.96
22.41,-6.66,18:26:17:886,89.0,13.39
21.48,-8.22,18:26:18:023,93.56,22.07
21.15,-7.96,18:26:18:152,89.97,25.96
20.72,-0.56,18:26:18:289,91.62,36.93
19.33,-0.98,18:26:18:438,92.82,38.91
14.07,12.84,18:26:18:593,86.71,41.87
13.36,9.72,18:26:18:726,83.16,42.6
13.68,17.26,18:26:18:860,89.67,47.24
13.44,17.0,18:26:18:991,91.45,46.61
14.69,16.97,18:26:19:118,91.34,44.07
16.98,-5.81,18:26:19:256,92.89,36.77
16.58,5.86,18:26:19:408,75.72,33.0
22.83,-39.6,18:26:19:543,103.42,17.69
18.11,1.25,18:26:19:681,82.7,18.33
19.7,-0.45,18:26:19:819,84.92,11.37
13.33,-6.39,18:26:19:959,84.31,1.75
10.26,4.13,18:26:20:101,84.6,-7.92
12.23,13.22,18:26:20:220,86.18,-12.01
12.06,16.53,18:26:20:352,85.49,-19.47
12.29,11.8,18:26:20:472,76.42,-25.47
12.73,7.69,18:26:20:618,79.79,-24.75
13.83,8.09,18:26:20:761,79.78,-34.69
13.83,3.4,18:26:20:902,78.13,-44.22
12.01,-6.94,18:26:21:041,81.8,-45.93
12.04,-9.57,18:26:21:179,80.62,-46.77
12.2,-8.46,18:26:21:314,81.36,-44.61
12.23,0.11,18:26:21:448,80.95,-39.96
14.1,12.42,18:26:21:595,82.15,-35.42
14.41,13.54,18:26:21:726,76.18,-18.24
14.09,20.89,18:26:21:860,85.04,-14.99
12.15,12.52,18:26:21:984,80.11,-4.85
12.38,-0.7,18:26:22:117,82.66,2.99
19.66,8.09,18:26:22:248,82.16,13.36
18.05,16.85,18:26:22:369,76.63,25.27
16.94,20.26,18:26:22:502,74.03,31.7
14.67,34.16,18:26:22:638,79.56,39.68
14.97,3.35,18:26:22:763,94.5,36.26
14.09,21.5,18:26:22:892,89.71,40.85
15.85,7.39,18:26:23:023,96.79,41.97
15.42,-4.57,18:26:23:150,98.71,40.12
14.27,53.76,18:26:23:273,84.76,47.15
14.91,-3.74,18:26:23:401,96.61,38.29
16.55,0.88,18:26:23:534,94.3,35.79
17.88,16.22,18:26:23:664,71.36,32.13
18.04,10.12,18:26:23:800,79.21,21.41
10.8,35.49,18:26:23:917,69.49,4.55
10.65,7.39,18:26:24:048,85.01,1.46
10.53,18.8,18:26:24:180,86.03,-6.78
10.98,20.66,18:26:24:328,88.2,-15.3
10.94,16.24,18:26:24:455,80.1,-23.59
12.44,18.74,18:26:24:586,71.52,-22.05
13.45,11.71,18:26:24:718,78.68,-35.55
13.75,5.32,18:26:24:843,79.22,-38.21
13.99,-6.27,18:26:24:968,79.56,-42.29
14.04,-4.88,18:26:25:088,78.92,-38.01
13.8,-13.33,18:26:25:222,80.4,-42.07
14.25,-11.83,18:26:25:352,80.3,-42.34
14.74,-8.39,18:26:25:494,81.55,-37.65
15.03,-2.35,18:26:25:636,81.8,-33.55
14.26,5.52,18:26:25:768,81.46,-21.53
13.33,-15.07,18:26:25:900,82.97,-11.19
11.53,-8.99,18:26:26:024,78.84,0.5
19.97,-2.96,18:26:26:151,87.43,13.21
18.86,4.03,18:26:26:282,74.46,23.38
19.18,13.38,18:26:26:417,84.45,32.51
17.26,17.8,18:26:26:552,85.2,39.06
17.81,13.53,18:26:26:686,89.13,39.75
15.88,18.84,18:26:26:822,89.94,43.23
19.3,2.73,18:26:26:950,94.89,45.44
20.06,-1.16,18:26:27:073,97.46,45.27
16.17,19.72,18:26:27:202,85.17,48.12
15.27,15.72,18:26:27:335,93.03,43.71
16.73,10.25,18:26:27:460,94.94,43.17
18.57,11.79,18:26:27:602,82.26,35.29
17.85,10.43,18:26:27:733,76.33,26.36
20.0,15.24,18:26:27:858,73.69,20.96
19.56,1.32,18:26:27:979,82.42,11.67
12.41,17.26,18:26:28:103,77.78,-3.98
12.7,37.42,18:26:28:234,77.35,-18.3
13.22,35.14,18:26:28:357,68.27,-20.38
13.17,31.79,18:26:28:489,79.15,-33.63
13.61,21.53,18:26:28:632,76.88,-36.33
13.91,14.59,18:26:28:759,76.65,-38.71
13.35,5.0,18:26:28:889,78.61,-39.04
12.95,6.41,18:26:29:018,76.37,-43.57
9.97,-3.82,18:26:29:145,79.37,-46.83
14.15,-0.53,18:26:29:275,74.94,-44.55
14.04,2.64,18:26:29:415,74.44,-44.22
14.13,4.59,18:26:29:540,76.75,-40.02
14.17,8.53,18:26:29:674,79.39,-30.75
13.29,15.22,18:26:29:799,79.69,-20.66
12.67,18.32,18:26:29:924,80.16,-13.04
12.4,-6.1,18:26:30:046,79.64,-1.27
17.64,0.84,18:26:30:177,82.58,9.6
20.15,12.64,18:26:30:314,71.99,24.32
20.05,9.94,18:26:30:444,84.23,30.17
18.69,8.38,18:26:30:568,78.83,33.23
17.08,16.84,18:26:30:696,88.26,40.15
16.81,18.05,18:26:30:822,89.92,43.39
14.86,22.94,18:26:30:959,92.01,47.63
16.07,12.27,18:26:31:084,91.89,47.39
16.16,29.3,18:26:31:213,90.48,49.69
15.62,16.61,18:26:31:348,92.42,44.28
15.99,12.14,18:26:31:482,89.19,37.57
17.59,19.28,18:26:31:614,73.44,28.1
20.49,24.33,18:26:31:736,69.33,27.53
11.11,-2.47,18:26:31:868,83.2,5.03
11.07,4.78,18:26:32:002,81.88,-3.86
11.04,30.55,18:26:32:132,87.03,-15.31
11.47,26.39,18:26:32:258,83.92,-22.28
13.96,23.3,18:26:32:382,83.04,-28.79
14.43,12.24,18:26:32:506,77.9,-35.56
14.52,4.61,18:26:32:638,78.77,-37.27
14.84,-5.24,18:26:32:760,79.24,-41.81
15.23,-10.69,18:26:32:898,76.84,-46.04
15.89,-18.17,18:26:33:039,76.1,-49.96
16.2,-21.73,18:26:33:168,77.76,-48.44
16.05,-24.13,18:26:33:293,78.88,-48.51
16.35,-21.63,18:26:33:446,77.17,-48.46
16.73,-11.1,18:26:33:575,83.76,-40.97
18.05,-1.53,18:26:33:700,81.07,-34.41
18.2,5.24,18:26:33:825,83.02,-25.02
16.54,12.19,18:26:33:961,83.04,-15.68
17.18,-10.42,18:26:34:102,83.66,-4.04
23.17,-1.99,18:26:34:237,84.21,9.67
22.82,4.09,18:26:34:367,79.96,16.53
22.66,7.05,18:26:34:504,76.75,22.62
24.63,-13.28,18:26:34:636,90.57,22.9
22.13,3.77,18:26:34:757,84.23,30.44
19.49,19.77,18:26:34:891,80.14,36.36
17.54,7.4,18:26:35:023,89.03,35.94
18.67,-14.26,18:26:35:159,99.14,38.23
18.36,26.46,18:26:35:298,89.37,48.92
19.18,10.38,18:26:35:422,94.33,45.28
17.6,30.46,18:26:35:560,91.7,49.06
18.28,12.15,18:26:35:695,93.34,41.47
19.24,12.91,18:26:35:825,88.6,33.85
20.54,7.55,18:26:35:965,82.26,23.21
19.57,3.71,18:26:36:091,83.44,12.07
12.82,10.38,18:26:36:214,80.76,0.17
13.25,-9.73,18:26:36:338,84.4,-6.96
12.96,11.31,18:26:36:462,85.66,-15.0
13.65,16.28,18:26:36:589,83.41,-20.89
14.06,14.5,18:26:36:718,82.08,-29.83
14.9,11.21,18:26:36:849,78.25,-35.57
15.76,4.83,18:26:36:978,78.67,-43.6
18.2,-7.1,18:26:37:101,74.2,-50.43
18.83,-1.72,18:26:37:239,74.34,-49.11
16.32,-2.55,18:26:37:380,74.36,-48.75
17.43,-6.05,18:26:37:507,76.65,-27.23
16.5,-1.53,18:26:37:636,80.06,-32.26
14.64,7.63,18:26:37:770,80.01,-24.0
11.47,-0.66,18:26:37:904,81.91,-14.53
11.62,-11.74,18:26:38:038,83.65,-7.45
20.36,-5.27,18:26:38:168,85.74,8.72
21.05,3.43,18:26:38:299,81.78,18.6
20.25,19.34,18:26:38:425,73.36,27.74
20.43,10.13,18:26:38:541,81.64,32.59
17.36,5.16,18:26:38:672,85.8,36.32
16.34,33.58,18:26:38:803,76.26,46.46
16.72,5.05,18:26:38:939,96.46,46.4
15.24,39.55,18:26:39:072,82.87,52.63
18.33,-3.35,18:26:39:216,95.49,44.64
14.88,38.27,18:26:39:357,83.73,51.11
16.28,34.13,18:26:39:510,83.9,48.18
17.76,27.93,18:26:39:682,80.57,37.71
18.06,18.55,18:26:39:831,70.75,27.96
22.78,-8.56,18:26:39:975,95.21,11.16
9.11,26.51,18:26:40:114,78.77,-0.57
10.59,23.26,18:26:40:248,80.12,-7.08
12.26,30.24,18:26:40:399,79.93,-14.82
12.95,27.19,18:26:40:546,79.58,-25.01
13.35,24.89,18:26:40:703,75.62,-30.54
13.06,11.56,18:26:40:863,73.5,-38.55
13.49,7.36,18:26:41:009,72.87,-41.18
15.17,4.85,18:26:41:157,70.43,-44.89
14.74,-5.09,18:26:41:299,71.75,-43.39
14.24,-2.5,18:26:41:450,72.29,-42.1
14.59,4.31,18:26:41:595,72.2,-32.04
13.72,15.95,18:26:41:738,72.55,-20.51
11.97,10.96,18:26:41:895,78.1,-3.85
15.9,-4.4,18:26:42:044,83.38,10.36
18.19,11.66,18:26:42:190,73.45,22.77
21.66,17.28,18:26:42:343,71.02,35.69
19.64,20.07,18:26:42:490,80.45,41.24
18.24,17.27,18:26:42:628,83.38,45.21
17.15,32.39,18:26:42:766,91.14,49.51
16.22,48.32,18:26:42:901,80.34,56.22
16.7,15.49,18:26:43:022,91.41,53.01
15.94,44.23,18:26:43:152,84.45,54.51
16.04,35.39,18:26:43:285,86.76,51.24
16.96,13.41,18:26:43:414,90.04,42.33
18.92,18.65,18:26:43:535,76.43,33.83
17.49,18.51,18:26:43:669,70.43,26.35
16.62,11.63,18:26:43:803,78.22,14.28
11.74,-9.86,18:26:43:933,82.8,-0.09
10.96,13.34,18:26:44:060,79.27,-7.11
11.88,18.14,18:26:44:179,76.66,-13.86
13.65,21.67,18:26:44:301,76.14,-21.1
13.39,15.75,18:26:44:434,76.7,-26.49
14.81,12.42,18:26:44:575,73.89,-30.92
15.3,7.71,18:26:44:720,73.58,-34.92
15.42,4.24,18:26:44:859,73.7,-38.1
15.6,-1.62,18:26:44:996,71.4,-43.43
17.52,-5.68,18:26:45:127,72.48,-45.3
20.16,-3.53,18:26:45:254,68.27,-45.57
19.49,-5.22,18:26:45:387,67.69,-41.57
18.78,-1.75,18:26:45:511,74.86,-31.61
18.06,2.44,18:26:45:644,77.33,-19.21
16.76,-2.09,18:26:45:769,81.32,-3.5
21.66,-5.09,18:26:45:903,82.61,11.14
22.47,14.97,18:26:46:034,77.29,25.81
21.82,16.15,18:26:46:168,75.27,36.77
20.62,19.89,18:26:46:294,79.65,42.48
18.86,22.33,18:26:46:418,79.44,47.68
17.0,32.36,18:26:46:549,85.91,52.13
18.42,4.64,18:26:46:676,96.34,52.45
16.23,15.19,18:26:46:800,85.86,52.53
16.69,19.21,18:26:46:923,81.53,49.62
15.45,36.38,18:26:47:047,88.38,49.22
19.01,9.79,18:26:47:179,78.82,40.73
19.42,13.41,18:26:47:311,74.45,28.64
20.34,10.25,18:26:47:440,77.96,17.96
10.06,-0.8,18:26:47:575,81.14,-0.81
11.12,20.12,18:26:47:702,76.23,-9.16
13.76,29.77,18:26:47:837,75.49,-17.01
14.49,27.8,18:26:47:968,73.55,-21.59
14.6,23.96,18:26:48:101,72.7,-31.32
