elev,shp,time,elb,rie
13.7,-12.99,15:00:59:212,76.6,-2.83
14.0,-12.71,15:00:59:367,69.47,0.25
13.72,-9.94,15:00:59:485,76.11,-2.96
12.84,-10.26,15:00:59:614,71.51,-6.72
11.52,-7.95,15:00:59:732,73.07,-11.86
11.52,-3.48,15:00:59:857,79.6,-17.76
11.79,-8.96,15:00:59:984,78.66,-23.34
11.14,-6.59,15:01:00:116,79.73,-29.14
11.27,-9.64,15:01:00:245,82.05,-34.04
11.47,-12.12,15:01:00:364,82.8,-36.05
12.24,-14.02,15:01:00:480,84.36,-38.11
11.91,-13.94,15:01:00:602,84.2,-39.74
11.86,-15.15,15:01:00:735,84.01,-40.08
11.66,-15.85,15:01:00:856,83.76,-40.6
11.91,-14.3,15:01:00:988,83.37,-40.43
12.6,-26.65,15:01:01:113,85.8,-38.5
12.24,-21.37,15:01:01:245,83.23,-36.0
12.5,-22.37,15:01:01:373,86.18,-31.27
12.62,-16.33,15:01:01:503,83.16,-27.6
17.12,-13.09,15:01:01:620,78.97,-17.55
16.24,-11.28,15:01:01:754,80.96,-12.45
17.46,-9.67,15:01:01:887,80.49,-4.5
19.84,-17.73,15:01:01:999,82.16,-0.3
25.43,-11.07,15:01:02:122,87.03,12.33
24.01,4.39,15:01:02:238,86.76,17.49
23.98,14.58,15:01:02:357,85.06,27.56
23.78,9.57,15:01:02:484,78.57,28.19
24.5,3.37,15:01:02:603,84.49,32.21
24.52,1.49,15:01:02:720,84.37,33.58
24.09,2.19,15:01:02:850,87.25,37.22
23.85,2.51,15:01:02:974,88.19,39.89
23.03,3.14,15:01:03:109,88.27,43.41
22.4,3.16,15:01:03:236,86.12,43.05
21.74,3.07,15:01:03:354,82.83,42.81
21.8,5.82,15:01:03:481,87.19,41.18
21.86,5.18,15:01:03:607,81.83,35.86
22.09,7.04,15:01:03:736,83.07,29.2
21.61,9.23,15:01:03:873,88.24,21.51
20.74,-7.87,15:01:04:002,95.4,5.45
12.37,-25.94,15:01:04:141,88.92,-5.04
9.55,2.72,15:01:04:268,83.87,-9.18
9.53,-0.26,15:01:04:404,83.89,-16.78
9.74,-10.22,15:01:04:557,80.95,-27.77
9.92,-12.07,15:01:04:690,83.48,-31.21
10.13,-15.07,15:01:04:815,81.92,-37.22
10.04,-14.29,15:01:04:934,81.44,-36.97
11.85,-35.81,15:01:05:060,86.69,-35.06
10.53,-25.37,15:01:05:185,84.11,-38.62
11.72,-33.37,15:01:05:317,85.97,-38.12
11.18,-26.71,15:01:05:447,84.18,-38.62
11.9,-31.52,15:01:05:587,85.34,-37.54
11.24,-22.39,15:01:05:730,83.59,-36.53
10.83,-17.99,15:01:05:866,82.68,-35.91
10.83,-20.25,15:01:05:991,83.69,-30.1
10.63,-19.52,15:01:06:112,87.2,-22.93
10.82,-17.77,15:01:06:237,86.85,-17.51
11.33,-19.59,15:01:06:357,88.59,-7.47
17.49,-24.76,15:01:06:489,83.96,2.88
21.25,6.43,15:01:06:614,87.56,18.16
21.71,8.08,15:01:07:748,88.32,33.66
19.38,-2.72,15:01:08:099,91.14,14.34
8.88,2.35,15:01:08:306,83.6,-8.39
8.26,-16.38,15:01:08:434,92.07,-16.14
8.02,5.02,15:01:08:558,83.56,-21.11
7.42,-5.5,15:01:08:684,86.6,-24.19
7.88,-30.49,15:01:08:819,90.2,-26.64
6.96,-20.4,15:01:08:945,88.51,-29.42
7.06,-12.17,15:01:09:071,87.69,-30.98
6.97,-6.87,15:01:09:201,86.92,-32.84
6.8,-2.47,15:01:09:319,86.19,-35.29
6.61,1.3,15:01:09:437,86.2,-35.49
6.49,2.64,15:01:09:570,86.14,-35.44
6.45,2.87,15:01:09:699,85.82,-34.06
7.29,-3.61,15:01:09:829,84.36,-31.44
8.0,-7.81,15:01:09:949,80.86,-23.31
8.65,2.35,15:01:10:075,86.24,-14.63
9.78,-11.93,15:01:10:204,83.48,-6.86
22.5,-0.21,15:01:10:321,91.21,14.77
21.17,5.38,15:01:10:443,83.41,18.88
21.57,11.72,15:01:10:567,84.51,26.57
22.11,19.13,15:01:10:690,78.66,34.28
21.74,18.11,15:01:10:825,83.89,38.59
21.65,15.56,15:01:10:947,85.81,41.2
21.89,10.02,15:01:11:069,88.43,41.48
21.4,9.57,15:01:11:186,85.38,42.76
21.79,8.73,15:01:11:317,86.57,42.82
21.79,10.87,15:01:11:443,86.02,42.87
21.0,18.16,15:01:11:571,80.5,39.27
20.95,11.92,15:01:11:699,85.79,29.07
18.46,3.4,15:01:11:836,97.24,16.47
20.71,-12.36,15:01:11:951,84.13,7.55
10.93,-16.69,15:01:12:078,87.01,-5.26
9.7,-31.39,15:01:12:197,93.02,-11.52
9.38,1.44,15:01:12:323,89.08,-16.83
9.72,-14.05,15:01:12:453,86.23,-22.59
9.85,-21.67,15:01:12:585,88.2,-27.35
10.24,-12.38,15:01:12:721,86.3,-30.21
10.43,-23.55,15:01:12:881,89.73,-31.02
11.15,-26.89,15:01:13:021,89.85,-32.93
10.91,-21.05,15:01:13:149,87.57,-35.55
11.5,-25.66,15:01:13:287,89.11,-37.37
12.31,-29.97,15:01:13:426,90.16,-37.22
11.43,-22.14,15:01:13:559,87.66,-38.0
11.56,-17.67,15:01:13:685,86.67,-37.91
11.36,-13.98,15:01:13:817,85.59,-37.63
11.33,-13.66,15:01:13:965,85.03,-37.67
11.4,-11.85,15:01:14:099,84.27,-37.7
11.64,-10.48,15:01:14:220,84.3,-36.48
11.68,-12.8,15:01:14:350,85.86,-32.15
11.57,-10.8,15:01:14:484,84.74,-26.31
11.34,-14.25,15:01:14:611,87.7,-23.07
11.33,-10.16,15:01:14:746,87.97,-14.74
11.83,-4.08,15:01:14:868,85.41,-2.89
16.57,-28.03,15:01:15:002,85.18,2.19
24.21,-15.59,15:01:15:135,96.8,11.24
18.54,0.22,15:01:15:261,89.3,20.88
21.51,21.25,15:01:15:391,81.18,28.11
21.59,17.02,15:01:15:516,78.62,36.42
21.04,16.95,15:01:15:639,80.64,37.55
21.31,8.13,15:01:15:765,88.81,37.47
21.29,6.72,15:01:15:895,88.92,38.02
21.56,8.01,15:01:16:014,85.28,36.67
21.48,8.68,15:01:16:146,87.55,31.7
21.09,15.89,15:01:16:277,82.42,23.64
18.68,4.7,15:01:16:403,89.04,14.78
16.94,-16.4,15:01:16:528,88.22,4.74
7.22,-10.94,15:01:16:657,83.68,-7.48
7.77,10.73,15:01:16:797,88.31,-13.27
7.12,0.65,15:01:16:916,87.03,-19.98
6.71,-13.45,15:01:17:033,86.72,-25.0
6.87,-4.84,15:01:17:175,85.66,-30.26
7.39,-3.58,15:01:17:312,86.35,-33.91
8.37,-22.25,15:01:17:435,89.06,-35.41
8.12,-8.63,15:01:17:560,86.48,-37.09
8.01,-10.15,15:01:17:683,85.71,-37.47
7.97,-9.98,15:01:17:823,85.14,-37.11
8.52,-5.47,15:01:17:951,84.32,-36.81
9.75,-3.04,15:01:18:078,84.62,-34.14
10.47,-3.04,15:01:18:202,84.1,-27.87
11.28,-2.43,15:01:18:326,84.35,-22.97
12.06,5.07,15:01:18:448,85.66,-16.22
11.42,4.99,15:01:18:582,76.82,-7.96
11.24,-1.13,15:01:18:704,83.94,-6.04
21.93,-6.39,15:01:18:839,90.09,12.82
20.27,13.79,15:01:18:962,81.91,21.72
20.45,21.4,15:01:19:082,77.94,33.8
20.35,21.82,15:01:19:212,82.61,39.09
20.08,21.92,15:01:19:336,82.99,42.7
18.85,20.05,15:01:19:465,81.23,44.28
17.39,18.42,15:01:19:593,79.55,43.26
17.88,25.93,15:01:19:718,79.15,46.83
19.1,14.56,15:01:19:854,82.65,43.62
19.08,15.21,15:01:19:978,84.9,39.82
19.71,21.27,15:01:20:097,77.76,34.69
19.62,17.13,15:01:20:218,84.18,21.21
19.3,-9.75,15:01:20:348,91.81,10.07
7.06,-23.43,15:01:20:469,90.09,-5.53
8.08,17.37,15:01:20:588,85.79,-10.88
8.22,17.67,15:01:20:715,79.23,-17.96
8.38,10.37,15:01:20:848,85.51,-25.2
8.27,3.56,15:01:20:969,87.05,-30.1
8.55,0.43,15:01:21:087,87.97,-34.92
9.07,-0.37,15:01:21:211,87.71,-37.0
9.55,-9.35,15:01:21:340,88.71,-38.2
9.97,-7.29,15:01:21:469,87.88,-38.98
9.94,-8.65,15:01:21:598,88.15,-38.69
10.0,-12.63,15:01:21:728,88.53,-36.63
10.16,-7.91,15:01:21:872,87.46,-27.18
9.33,-6.46,15:01:22:005,83.11,-25.17
8.93,-3.23,15:01:22:120,85.82,-17.78
11.45,-17.38,15:01:22:239,80.82,-10.18
10.83,-8.81,15:01:22:370,80.03,-4.91
13.95,-27.2,15:01:22:492,84.83,2.46
19.31,11.79,15:01:22:617,87.96,16.44
18.8,17.41,15:01:22:733,81.66,18.24
19.76,21.98,15:01:22:876,82.03,27.39
19.93,16.77,15:01:23:004,79.92,33.84
20.18,15.3,15:01:23:119,85.51,40.77
15.99,5.71,15:01:23:245,78.7,37.25
16.92,22.2,15:01:23:375,80.43,44.86
19.52,-0.19,15:01:23:544,89.42,40.28
18.93,5.11,15:01:23:681,88.8,35.53
19.83,9.12,15:01:23:808,86.56,26.93
19.12,12.84,15:01:23:935,89.1,18.35
12.78,-19.04,15:01:24:062,85.6,1.36
9.76,3.65,15:01:24:186,81.52,-6.76
9.08,6.2,15:01:24:305,82.78,-13.94
8.63,4.75,15:01:24:432,82.08,-22.14
8.74,2.42,15:01:24:550,78.52,-26.69
9.0,4.97,15:01:24:688,82.9,-31.44
8.89,-1.2,15:01:24:828,83.58,-35.01
8.83,-2.98,15:01:24:963,83.79,-35.84
9.27,-25.68,15:01:25:084,87.17,-34.53
10.07,-30.46,15:01:25:217,87.39,-34.76
9.55,-12.85,15:01:25:336,83.94,-35.52
9.38,-11.98,15:01:25:471,82.87,-31.2
9.62,-5.92,15:01:25:597,80.54,-29.08
9.97,-3.06,15:01:25:729,78.5,-21.75
10.34,0.09,15:01:25:866,82.8,-15.54
10.88,0.63,15:01:25:986,82.77,-6.96
14.88,-9.5,15:01:26:106,80.2,3.43
21.99,-12.12,15:01:26:232,81.68,13.71
20.54,6.33,15:01:26:348,87.52,16.68
20.35,16.95,15:01:26:474,88.86,19.78
20.8,16.54,15:01:26:602,80.4,24.09
20.84,15.63,15:01:26:725,77.52,30.2
20.61,13.39,15:01:26:846,78.6,33.88
20.3,14.32,15:01:26:962,83.47,39.15
20.04,13.96,15:01:27:081,87.79,35.25
19.6,13.35,15:01:27:197,82.1,35.09
19.55,21.03,15:01:27:315,77.87,31.34
19.36,25.07,15:01:27:442,83.25,22.35
16.04,0.29,15:01:27:569,86.31,12.67
7.44,-17.64,15:01:27:702,82.25,-0.27
4.42,28.83,15:01:27:821,86.95,-8.46
6.82,23.25,15:01:27:948,84.07,-14.02
5.52,26.58,15:01:28:076,89.11,-20.26
4.96,13.01,15:01:28:202,85.41,-21.83
5.06,8.07,15:01:28:328,85.39,-27.37
6.0,2.07,15:01:28:451,86.73,-31.9
6.7,-9.28,15:01:28:582,87.54,-33.57
6.85,-7.69,15:01:28:705,87.02,-35.05
7.07,-9.62,15:01:28:841,84.81,-36.75
7.58,-14.66,15:01:28:973,84.63,-36.12
7.76,-12.38,15:01:29:110,84.16,-34.98
8.21,-7.51,15:01:29:238,85.14,-31.16
8.48,-1.06,15:01:29:372,83.32,-26.42
8.45,0.51,15:01:29:486,81.98,-22.18
8.06,-1.58,15:01:29:614,79.73,-14.32
8.06,-1.34,15:01:29:749,81.89,-12.99
8.59,-5.94,15:01:29:895,79.23,-6.62
13.93,-26.14,15:01:30:011,80.58,4.0
18.93,1.84,15:01:30:138,83.1,15.78
17.54,15.4,15:01:30:262,82.0,28.22
18.31,12.64,15:01:30:381,73.03,22.44
19.23,8.98,15:01:30:506,74.88,33.28
19.85,6.38,15:01:30:622,79.42,32.13
20.01,8.95,15:01:30:755,82.91,36.03
19.0,10.2,15:01:30:881,80.52,37.81
18.77,11.5,15:01:31:000,83.73,37.34
19.11,9.88,15:01:31:128,79.86,35.69
19.4,10.86,15:01:31:249,80.76,30.3
19.11,13.36,15:01:31:367,76.52,20.6
18.41,9.82,15:01:31:488,91.89,16.18
18.09,-6.54,15:01:31:612,80.07,7.64
10.19,-6.93,15:01:31:739,79.6,-3.06
10.21,-3.73,15:01:31:859,78.13,-8.55
9.3,3.08,15:01:31:980,81.49,-15.34
8.99,1.74,15:01:32:103,82.38,-19.56
8.63,-1.66,15:01:32:223,79.7,-26.33
8.62,-0.66,15:01:32:342,83.3,-28.64
8.46,-1.89,15:01:32:473,82.93,-28.85
7.77,-9.25,15:01:32:605,83.27,-33.04
7.84,-12.69,15:01:32:723,83.83,-33.71
7.99,-11.16,15:01:32:846,84.07,-34.64
7.86,-6.48,15:01:32:981,83.74,-35.93
7.92,-5.83,15:01:33:123,84.0,-35.92
8.22,-6.78,15:01:33:247,84.08,-34.95
8.22,-5.39,15:01:33:369,84.0,-33.12
8.22,-2.66,15:01:33:495,82.45,-30.49
9.42,7.94,15:01:33:639,80.3,-23.71
9.67,3.6,15:01:33:761,83.79,-19.19
9.84,5.54,15:01:33:883,83.34,-12.78
9.4,-0.04,15:01:34:019,83.12,-6.75
13.07,-25.97,15:01:34:151,90.49,0.46
19.56,4.74,15:01:34:278,84.63,13.21
19.58,17.72,15:01:34:403,86.07,19.57
19.28,20.71,15:01:34:532,81.79,24.57
19.59,21.34,15:01:34:649,79.84,28.22
20.09,15.5,15:01:34:772,78.91,32.3
20.59,15.8,15:01:34:900,80.71,35.55
20.72,16.51,15:01:35:020,84.31,38.35
20.67,18.54,15:01:35:145,81.65,41.25
20.53,14.92,15:01:35:284,86.7,40.49
20.77,12.22,15:01:35:414,85.62,38.54
20.88,11.64,15:01:35:541,81.68,36.37
21.79,8.19,15:01:35:665,88.24,29.46
20.79,12.36,15:01:35:790,85.06,22.63
20.46,5.93,15:01:35:913,85.49,16.43
14.52,-19.91,15:01:36:038,85.86,1.81
8.97,1.37,15:01:36:162,76.13,-9.07
8.11,-15.21,15:01:36:283,87.98,-14.7
8.01,-12.55,15:01:36:412,86.81,-21.94
8.12,-11.47,15:01:36:544,82.57,-26.61
8.6,-8.68,15:01:36:670,82.74,-26.51
9.37,-12.99,15:01:36:794,83.71,-31.53
9.54,-15.21,15:01:36:919,83.47,-33.96
9.62,-15.16,15:01:37:055,82.99,-35.45
10.01,-15.14,15:01:37:181,82.47,-35.21
10.19,-13.65,15:01:37:315,82.23,-34.75
10.06,-13.42,15:01:37:440,82.44,-34.31
10.14,-12.6,15:01:37:566,83.15,-32.46
10.33,-9.91,15:01:37:697,82.05,-29.83
10.75,-12.37,15:01:37:821,82.34,-26.44
10.76,-10.39,15:01:37:951,83.79,-20.42
11.15,-6.75,15:01:38:071,83.33,-14.67
11.83,-7.84,15:01:38:186,81.41,-6.66
15.08,-2.33,15:01:38:316,79.46,2.03
21.7,-11.72,15:01:38:447,85.85,9.37
21.2,-10.54,15:01:38:569,92.77,11.65
19.47,5.09,15:01:38:687,92.53,16.73
20.0,18.24,15:01:38:820,77.85,27.04
19.91,12.82,15:01:38:946,80.98,28.16
19.74,11.91,15:01:39:072,78.5,33.86
19.67,7.39,15:01:39:202,82.08,34.2
19.51,10.11,15:01:39:335,85.37,38.08
19.07,10.17,15:01:39:470,83.49,36.47
19.76,12.17,15:01:39:600,81.98,35.89
19.93,13.78,15:01:39:725,79.53,31.3
19.65,14.8,15:01:39:870,80.06,26.56
18.59,16.48,15:01:40:010,86.25,19.08
12.82,-14.4,15:01:40:137,86.51,2.05
9.12,4.58,15:01:40:262,78.29,-5.62
9.25,1.67,15:01:40:382,87.13,-15.44
9.01,-6.79,15:01:40:522,82.66,-24.31
9.89,-9.65,15:01:40:652,84.05,-29.12
10.08,-9.03,15:01:40:784,85.14,-32.58
10.19,-6.91,15:01:40:906,84.65,-33.69
10.28,-6.95,15:01:41:032,84.65,-35.96
10.49,-5.87,15:01:41:151,85.29,-37.83
10.97,-4.43,15:01:41:283,84.96,-38.98
11.45,-4.67,15:01:41:416,83.99,-41.06
11.5,-8.33,15:01:41:549,84.19,-40.19
11.27,-6.94,15:01:41:668,83.4,-38.53
10.54,-7.97,15:01:41:804,82.82,-34.37
10.01,-9.68,15:01:41:932,83.44,-29.23
9.96,-12.61,15:01:42:045,82.39,-25.74
9.85,-8.89,15:01:42:166,82.72,-22.54
9.91,-4.57,15:01:42:284,85.08,-15.56
11.1,-8.73,15:01:42:421,81.82,-9.34
10.24,-3.85,15:01:42:559,86.2,-2.94
8.71,-9.16,15:01:42:682,81.99,-1.73
19.2,-6.82,15:01:42:799,86.98,9.86
18.76,-2.68,15:01:42:929,88.18,13.58
19.33,17.24,15:01:43:051,82.58,23.97
19.32,13.82,15:01:43:167,83.11,30.2
19.88,8.7,15:01:43:281,83.54,33.91
20.29,9.09,15:01:43:405,82.23,37.37
19.76,8.08,15:01:43:534,82.43,37.96
19.5,11.32,15:01:43:654,81.57,38.47
19.74,9.28,15:01:43:782,85.61,32.95
19.91,11.18,15:01:43:903,83.88,28.28
19.58,9.4,15:01:44:032,82.58,24.05
19.31,-0.29,15:01:44:154,91.56,15.05
14.32,-19.67,15:01:44:282,87.74,2.8
9.57,-7.65,15:01:44:414,77.0,-8.69
8.97,-3.7,15:01:44:548,85.04,-14.48
9.11,-4.16,15:01:44:670,85.68,-19.6
8.94,-4.86,15:01:44:793,83.48,-27.32
9.15,-11.52,15:01:44:920,84.65,-30.66
10.31,-15.75,15:01:45:052,87.41,-32.81
10.32,-13.95,15:01:45:202,86.45,-35.02
10.58,-9.25,15:01:45:321,85.02,-36.6
10.57,-7.3,15:01:45:449,83.52,-38.29
10.67,-8.14,15:01:45:580,82.87,-38.83
10.58,-10.96,15:01:45:721,82.27,-39.91
11.06,-11.22,15:01:45:857,81.81,-39.52
11.19,-12.01,15:01:45:985,82.27,-36.86
11.27,-11.49,15:01:46:105,82.57,-34.75
10.84,-8.88,15:01:46:228,81.91,-30.54
10.05,-9.83,15:01:46:348,81.41,-23.41
9.84,-8.79,15:01:46:469,85.38,-20.74
9.93,-4.93,15:01:46:604,84.8,-15.04
10.37,-10.89,15:01:46:729,83.78,-9.0
11.52,-23.85,15:01:46:849,81.14,-1.11
13.07,-28.12,15:01:46:965,86.29,1.24
20.02,-9.83,15:01:47:083,87.47,10.63
19.72,1.15,15:01:47:217,87.38,15.28
20.18,8.31,15:01:47:341,81.77,20.77
20.11,12.94,15:01:47:460,86.7,26.28
20.12,13.93,15:01:47:579,84.2,32.15
19.92,6.09,15:01:47:703,85.02,34.1
19.89,9.65,15:01:47:833,83.81,37.64
20.12,10.92,15:01:47:969,83.25,38.54
20.04,9.17,15:01:48:085,83.49,38.74
19.81,10.11,15:01:48:212,85.65,38.32
19.91,10.42,15:01:48:333,83.88,36.08
20.25,18.91,15:01:48:464,82.87,26.62
18.26,5.08,15:01:48:600,87.63,15.93
19.72,-14.28,15:01:48:720,91.35,10.3
6.7,-11.11,15:01:48:846,90.2,-4.87
8.3,3.25,15:01:48:978,77.49,-6.32
9.16,6.13,15:01:49:105,82.24,-10.49
9.22,0.54,15:01:49:229,83.2,-18.94
10.27,4.02,15:01:49:348,84.89,-25.1
10.6,4.81,15:01:49:472,84.1,-29.31
10.68,3.88,15:01:49:601,84.94,-33.23
11.18,3.93,15:01:49:740,84.15,-36.09
11.33,-0.57,15:01:49:870,84.75,-36.75
11.58,-3.88,15:01:50:001,84.97,-36.8
11.28,-4.42,15:01:50:123,84.07,-36.48
11.31,-5.21,15:01:50:249,83.72,-32.77
11.38,-4.84,15:01:50:373,82.04,-28.22
11.01,-4.88,15:01:50:495,83.4,-22.29
10.82,-5.98,15:01:50:625,83.5,-16.57
11.56,-8.4,15:01:50:750,75.71,-4.13
13.98,-18.01,15:01:50:876,79.27,2.94
19.32,-13.84,15:01:50:995,83.57,8.5
19.94,4.23,15:01:51:117,89.61,17.19
19.19,11.03,15:01:51:244,82.61,23.53
19.18,12.38,15:01:51:368,89.17,28.88
18.97,8.47,15:01:51:493,87.51,30.01
18.76,11.38,15:01:51:616,82.02,36.77
18.61,9.47,15:01:51:747,84.28,39.06
18.51,10.17,15:01:51:867,82.96,40.57
18.59,8.97,15:01:51:988,84.48,40.35
18.61,10.06,15:01:52:112,82.99,39.35
18.53,10.63,15:01:52:237,85.39,36.29
18.6,9.56,15:01:52:369,88.29,29.46
19.19,19.09,15:01:52:489,82.2,23.99
17.21,2.97,15:01:52:613,87.48,14.11
9.98,-22.72,15:01:52:732,82.83,0.8
8.08,-1.38,15:01:52:869,82.73,-3.86
8.01,13.43,15:01:52:992,75.14,-13.85
7.89,14.1,15:01:53:112,85.43,-16.0
8.12,12.52,15:01:53:236,82.93,-20.9
8.03,6.47,15:01:53:357,82.23,-25.62
8.75,2.97,15:01:53:481,81.92,-29.32
9.64,-7.06,15:01:53:622,84.59,-31.11
10.06,-5.84,15:01:53:749,84.41,-34.18
10.93,-8.91,15:01:53:869,84.74,-35.32
11.2,-7.98,15:01:53:997,84.22,-36.24
11.88,-3.0,15:01:54:123,81.85,-38.0
12.11,-1.55,15:01:54:247,80.84,-38.3
12.24,-2.26,15:01:54:370,80.86,-37.73
12.13,-3.5,15:01:54:502,81.64,-34.98
11.73,-4.91,15:01:54:632,81.63,-29.68
10.26,-7.99,15:01:54:756,81.13,-25.41
10.09,-2.18,15:01:54:879,83.65,-19.46
9.91,-1.14,15:01:55:006,84.44,-16.09
9.63,-6.05,15:01:55:158,89.03,-5.49
10.73,-28.5,15:01:55:310,82.89,0.21
21.66,-23.71,15:01:55:444,93.3,8.79
19.04,8.6,15:01:55:591,92.11,15.95
17.05,6.52,15:01:55:736,87.14,16.96
18.01,13.59,15:01:55:886,80.33,25.91
18.31,12.08,15:01:56:021,81.25,29.02
18.56,15.07,15:01:56:148,88.17,35.26
18.48,14.99,15:01:56:291,85.76,37.57
18.55,11.18,15:01:56:423,86.39,38.07
18.5,11.34,15:01:56:553,86.18,37.35
18.42,14.91,15:01:56:687,82.37,32.03
19.56,23.61,15:01:56:826,81.88,32.13
18.61,16.5,15:01:56:970,84.26,21.9
19.06,12.39,15:01:57:118,88.01,17.12
18.01,-16.22,15:01:57:260,92.97,8.66
8.55,-38.95,15:01:57:409,84.85,-3.71
9.15,13.96,15:01:57:551,83.66,-7.06
9.63,13.16,15:01:57:684,88.35,-14.2
9.56,-6.79,15:01:57:825,88.86,-20.35
10.03,-3.6,15:01:57:949,86.23,-25.48
10.52,-3.0,15:01:58:079,87.09,-29.21
10.54,-3.63,15:01:58:204,87.03,-31.33
11.12,-6.47,15:01:58:341,86.24,-32.83
11.77,-7.6,15:01:58:469,85.83,-36.82
12.89,-7.83,15:01:58:604,85.75,-39.41
13.58,-9.97,15:01:58:731,86.07,-41.05
13.91,-10.78,15:01:58:851,85.66,-41.88
13.86,-11.56,15:01:58:983,85.97,-41.38
13.81,-12.04,15:01:59:119,86.42,-39.55
13.47,-11.68,15:01:59:245,86.16,-35.93
13.13,-9.22,15:01:59:364,86.35,-32.25
12.92,-6.01,15:01:59:495,84.83,-26.19
12.36,-4.11,15:01:59:614,86.91,-20.71
12.63,7.03,15:01:59:735,83.75,-17.15
12.33,4.45,15:01:59:860,84.66,-12.35
12.9,-13.11,15:01:59:979,82.63,-6.71
13.01,-14.5,15:02:00:102,82.33,-3.48
14.67,-18.1,15:02:00:213,82.67,3.92
20.77,-10.84,15:02:00:336,87.13,8.8
21.27,3.74,15:02:00:454,91.49,13.89
20.86,4.22,15:02:00:585,92.75,16.88
20.68,15.91,15:02:00:713,84.41,26.4
20.54,15.85,15:02:00:851,82.07,25.52
20.36,17.1,15:02:00:978,77.52,29.12
19.76,13.23,15:02:01:097,82.91,25.42
19.39,16.27,15:02:01:221,79.47,27.41
18.8,16.03,15:02:01:343,86.53,24.0
17.31,4.31,15:02:01:484,91.57,11.74
11.7,-22.35,15:02:01:610,90.36,3.6
5.09,-9.67,15:02:01:736,73.21,-4.05
6.24,38.09,15:02:01:867,84.46,-12.34
5.78,28.4,15:02:01:992,90.52,-16.29
6.16,20.83,15:02:02:123,87.9,-23.12
5.96,8.96,15:02:02:243,88.96,-27.3
